Дата,Товар,Количество,Цена за единицу,Сумма,Рейтинг,Комментарий
2025-10-02,Булочка с корицей,14,255.6,3578.4,4.9,Хороший хлеб
2025-10-02,Пирожок с мясом,13,312.4,4061.2,4.6,Идеально к кофе
2025-10-02,Эклер,16,369.2,5907.2,5.0,Шедевр!
2025-10-02,Чизкейк,17,710.0,12070.0,4.8,Шедевр!
2025-10-02,Маффин,16,284.0,4544.0,5.0,Всегда свежие
2025-10-03,Круассан,18,342.0,6156.0,4.9,Очень вкусно
2025-10-03,Хлеб ржаной,12,228.0,2736.0,4.9,Сочно и свежо
2025-10-03,Булочка с корицей,14,256.5,3591.0,4.8,Сытный
2025-10-03,Пирожок с мясом,12,313.5,3762.0,4.7,Шедевр!
2025-10-03,Эклер,14,370.5,5187.0,4.6,Чуть пересушен
2025-10-03,Чизкейк,14,712.5,9975.0,5.0,Шедевр!
2025-10-03,Маффин,13,285.0,3705.0,4.8,Мой фаворит
2025-10-04,Круассан,26,343.2,8923.2,5.0,Всегда свежие
2025-10-04,Хлеб ржаной,12,228.8,2745.6,4.8,Восхитительно
2025-10-04,Булочка с корицей,22,257.4,5662.8,5.0,Восхитительно
2025-10-04,Пирожок с мясом,19,314.6,5977.4,5.0,Обожаю!
2025-10-04,Эклер,21,371.8,7807.8,4.8,Хорошее тесто
2025-10-04,Чизкейк,16,715.0,11440.0,4.9,Очень вкусно
2025-10-04,Маффин,20,286.0,5720.0,4.9,"Горячие, вкусные"
2025-10-05,Круассан,25,344.4,8610.0,5.0,Хороший хлеб
2025-10-05,Хлеб ржаной,15,229.6,3444.0,4.8,Мой фаворит
2025-10-05,Булочка с корицей,24,258.3,6199.2,4.8,Просто супер!
2025-10-05,Пирожок с мясом,18,315.7,5682.6,4.8,Всегда беру
2025-10-05,Эклер,20,373.1,7462.0,4.8,Отличный крем
2025-10-05,Чизкейк,19,717.5,13632.5,5.0,Лучший чизкейк
2025-10-05,Маффин,24,287.0,6888.0,4.9,"Горячие, вкусные"
2025-10-06,Круассан,16,345.6,5529.6,4.7,Идеально к кофе
2025-10-06,Хлеб ржаной,11,230.4,2534.4,4.5,Нормально
2025-10-06,Булочка с корицей,14,259.2,3628.8,4.8,Нормально
2025-10-06,Пирожок с мясом,14,316.8,4435.2,4.7,Восхитительно
2025-10-06,Эклер,14,374.4,5241.6,4.7,Обожаю!
2025-10-06,Чизкейк,13,720.0,9360.0,4.8,Хороший хлеб
2025-10-06,Маффин,18,288.0,5184.0,4.7,Сочно и свежо
2025-10-07,Круассан,20,346.8,6936.0,5.0,Очень вкусно
2025-10-07,Хлеб ржаной,10,231.2,2312.0,4.5,Шедевр!
2025-10-07,Булочка с корицей,17,260.1,4421.7,4.5,"Горячие, вкусные"
2025-10-07,Пирожок с мясом,14,317.9,4450.6,4.6,Всегда свежие
2025-10-07,Эклер,19,375.7,7138.3,5.0,Отличный крем
2025-10-07,Чизкейк,14,722.5,10115.0,4.5,Обожаю!
2025-10-07,Маффин,13,289.0,3757.0,4.5,Сытный
2025-10-08,Круассан,15,348.0,5220.0,5.0,Нормально
2025-10-08,Хлеб ржаной,13,232.0,3016.0,4.6,Сытный
2025-10-08,Булочка с корицей,13,261.0,3393.0,4.5,Просто супер!
2025-10-08,Пирожок с мясом,11,319.0,3509.0,4.8,Всегда беру
2025-10-08,Эклер,19,377.0,7163.0,4.7,Лучший чизкейк
2025-10-08,Чизкейк,13,725.0,9425.0,4.8,Нормально
2025-10-08,Маффин,18,290.0,5220.0,4.6,Всегда беру
2025-10-09,Круассан,19,349.2,6634.8,5.0,Сытный
2025-10-09,Хлеб ржаной,11,232.8,2560.8,4.8,Всегда беру
2025-10-09,Булочка с корицей,13,261.9,3404.7,4.8,Хорошее тесто
2025-10-09,Пирожок с мясом,11,320.1,3521.1,4.9,Хорошее тесто
2025-10-09,Эклер,16,378.3,6052.8,4.6,Всегда беру
2025-10-09,Чизкейк,12,727.5,8730.0,4.5,Всегда беру
2025-10-09,Маффин,18,291.0,5238.0,4.8,Нормально
2025-10-10,Круассан,20,350.4,7008.0,5.0,Мой фаворит
2025-10-10,Хлеб ржаной,10,233.6,2336.0,4.4,Восхитительно
2025-10-10,Булочка с корицей,18,262.8,4730.4,5.0,Очень вкусно
2025-10-10,Пирожок с мясом,15,321.2,4818.0,4.5,Чуть пересушен
2025-10-10,Эклер,13,379.6,4934.8,4.8,Мой фаворит
2025-10-10,Чизкейк,16,730.0,11680.0,4.7,Очень вкусно
2025-10-10,Маффин,17,292.0,4964.0,4.5,Хороший хлеб
2025-10-11,Круассан,24,351.6,8438.4,4.9,Чуть пересушен
2025-10-11,Хлеб ржаной,13,234.4,3047.2,5.0,Очень вкусно
2025-10-11,Булочка с корицей,20,263.7,5274.0,5.0,Чуть пересушен
2025-10-11,Пирожок с мясом,16,322.3,5156.8,4.7,Хороший хлеб
2025-10-11,Эклер,18,380.9,6856.2,5.0,Идеально к кофе
2025-10-11,Чизкейк,20,732.5,14650.0,5.0,Всегда свежие
2025-10-11,Маффин,24,293.0,7032.0,5.0,Обожаю!
2025-10-12,Круассан,22,352.8,7761.6,5.0,Всегда беру
2025-10-12,Хлеб ржаной,13,235.2,3057.6,5.0,Всегда беру
2025-10-12,Булочка с корицей,24,264.6,6350.4,4.9,Тают во рту
2025-10-12,Пирожок с мясом,15,323.4,4851.0,4.8,Всегда беру
2025-10-12,Эклер,24,382.2,9172.8,5.0,Отличный крем
2025-10-12,Чизкейк,18,735.0,13230.0,4.8,Обожаю!
2025-10-12,Маффин,23,294.0,6762.0,4.7,Восхитительно
2025-10-13,Круассан,20,354.0,7080.0,5.0,Просто супер!
2025-10-13,Хлеб ржаной,12,236.0,2832.0,4.8,Обожаю!
2025-10-13,Булочка с корицей,14,265.5,3717.0,5.0,Сытный
2025-10-13,Пирожок с мясом,16,324.5,5192.0,4.6,"Горячие, вкусные"
2025-10-13,Эклер,15,383.5,5752.5,5.0,Тают во рту
2025-10-13,Чизкейк,16,737.5,11800.0,5.0,Всегда свежие
2025-10-13,Маффин,12,295.0,3540.0,4.6,Всегда беру
2025-10-14,Круассан,18,355.2,6393.6,4.9,Чуть пересушен
2025-10-14,Хлеб ржаной,11,236.8,2604.8,4.4,Сочно и свежо
2025-10-14,Булочка с корицей,17,266.4,4528.8,4.7,Восхитительно
2025-10-14,Пирожок с мясом,13,325.6,4232.8,4.5,Хорошее тесто
2025-10-14,Эклер,19,384.8,7311.2,4.9,Отличный крем
2025-10-14,Чизкейк,13,740.0,9620.0,4.9,Идеально к кофе
2025-10-14,Маффин,16,296.0,4736.0,4.9,Отличный крем
2025-10-15,Круассан,19,356.4,6771.6,5.0,"Горячие, вкусные"
2025-10-15,Хлеб ржаной,10,237.6,2376.0,4.5,Очень вкусно
2025-10-15,Булочка с корицей,17,267.3,4544.1,5.0,Очень вкусно
2025-10-15,Пирожок с мясом,13,326.7,4247.1,4.5,Хороший хлеб
2025-10-15,Эклер,17,386.1,6563.7,4.6,Мой фаворит
2025-10-15,Чизкейк,13,742.5,9652.5,4.9,Очень вкусно
2025-10-15,Маффин,16,297.0,4752.0,4.9,Восхитительно
2025-10-16,Круассан,19,357.6,6794.4,4.9,Просто супер!
2025-10-16,Хлеб ржаной,14,238.4,3337.6,4.6,Восхитительно
2025-10-16,Булочка с корицей,14,268.2,3754.8,5.0,Тают во рту
2025-10-16,Пирожок с мясом,13,327.8,4261.4,5.0,Отличный крем
2025-10-16,Эклер,17,387.4,6585.8,4.7,Всегда свежие
2025-10-16,Чизкейк,14,745.0,10430.0,5.0,Лучший чизкейк
2025-10-16,Маффин,13,298.0,3874.0,4.8,Нормально
2025-10-17,Круассан,19,358.8,6817.2,4.9,Идеально к кофе
2025-10-17,Хлеб ржаной,14,239.2,3348.8,4.6,Хороший хлеб
2025-10-17,Булочка с корицей,18,269.1,4843.8,5.0,Сочно и свежо
2025-10-17,Пирожок с мясом,12,328.9,3946.8,4.4,Всегда свежие
2025-10-17,Эклер,13,388.7,5053.1,4.6,Сочно и свежо
2025-10-17,Чизкейк,16,747.5,11960.0,4.7,Просто супер!
2025-10-17,Маффин,18,299.0,5382.0,4.8,Просто супер!
2025-10-18,Круассан,22,360.0,7920.0,5.0,Лучший чизкейк
2025-10-18,Хлеб ржаной,17,240.0,4080.0,4.9,Идеально к кофе
2025-10-18,Булочка с корицей,24,270.0,6480.0,4.8,Просто супер!
2025-10-18,Пирожок с мясом,20,330.0,6600.0,5.0,Лучший чизкейк
2025-10-18,Эклер,23,390.0,8970.0,5.0,Чуть пересушен
2025-10-18,Чизкейк,17,750.0,12750.0,5.0,Хороший хлеб
2025-10-18,Маффин,17,300.0,5100.0,4.9,Отличный крем
2025-10-19,Круассан,20,361.2,7224.0,5.0,Тают во рту
2025-10-19,Хлеб ржаной,16,240.8,3852.8,4.6,Чуть пересушен
2025-10-19,Булочка с корицей,16,270.9,4334.4,4.9,Обожаю!
2025-10-19,Пирожок с мясом,18,331.1,5959.8,5.0,Хорошее тесто
2025-10-19,Эклер,23,391.3,8999.9,4.8,Просто супер!
2025-10-19,Чизкейк,21,752.5,15802.5,5.0,Лучший чизкейк
2025-10-19,Маффин,20,301.0,6020.0,5.0,Отличный крем
2025-10-20,Круассан,21,362.4,7610.4,4.7,Идеально к кофе
2025-10-20,Хлеб ржаной,11,241.6,2657.6,4.5,Тают во рту
2025-10-20,Булочка с корицей,17,271.8,4620.6,4.5,Тают во рту
2025-10-20,Пирожок с мясом,14,332.2,4650.8,5.0,Чуть пересушен
2025-10-20,Эклер,17,392.6,6674.2,4.7,Тают во рту
2025-10-20,Чизкейк,12,755.0,9060.0,4.5,Просто супер!
2025-10-20,Маффин,17,302.0,5134.0,4.6,Сытный
2025-10-21,Круассан,15,363.6,5454.0,5.0,Восхитительно
2025-10-21,Хлеб ржаной,13,242.4,3151.2,4.5,Обожаю!
2025-10-21,Булочка с корицей,15,272.7,4090.5,4.7,Всегда свежие
2025-10-21,Пирожок с мясом,13,333.3,4332.9,4.5,Просто супер!
2025-10-21,Эклер,19,393.9,7484.1,5.0,Чуть пересушен
2025-10-21,Чизкейк,12,757.5,9090.0,4.7,Сочно и свежо
2025-10-21,Маффин,16,303.0,4848.0,4.6,Очень вкусно
2025-10-22,Круассан,18,364.8,6566.4,4.8,Идеально к кофе
2025-10-22,Хлеб ржаной,11,243.2,2675.2,4.8,Хорошее тесто
2025-10-22,Булочка с корицей,15,273.6,4104.0,4.8,Всегда беру
2025-10-22,Пирожок с мясом,16,334.4,5350.4,4.5,Восхитительно
2025-10-22,Эклер,15,395.2,5928.0,5.0,Отличный крем
2025-10-22,Чизкейк,17,760.0,12920.0,4.5,Всегда свежие
2025-10-22,Маффин,18,304.0,5472.0,4.7,Просто супер!
2025-10-23,Круассан,14,366.0,5124.0,5.0,Нормально
2025-10-23,Хлеб ржаной,12,244.0,2928.0,4.8,Очень вкусно
2025-10-23,Булочка с корицей,15,274.5,4117.5,4.8,Обожаю!
2025-10-23,Пирожок с мясом,12,335.5,4026.0,4.9,Шедевр!
2025-10-23,Эклер,17,396.5,6740.5,4.9,Лучший чизкейк
2025-10-23,Чизкейк,14,762.5,10675.0,4.6,Хороший хлеб
2025-10-23,Маффин,15,305.0,4575.0,4.7,Идеально к кофе
2025-10-24,Круассан,18,367.2,6609.6,4.8,Хорошее тесто
2025-10-24,Хлеб ржаной,9,244.8,2203.2,4.6,Тают во рту
2025-10-24,Булочка с корицей,19,275.4,5232.6,4.7,Хорошее тесто
2025-10-24,Пирожок с мясом,13,336.6,4375.8,4.6,Очень вкусно
2025-10-24,Эклер,19,397.8,7558.2,4.9,Нормально
2025-10-24,Чизкейк,12,765.0,9180.0,4.5,Обожаю!
2025-10-24,Маффин,12,306.0,3672.0,4.9,Лучший чизкейк
2025-10-25,Круассан,27,368.4,9946.8,4.8,Всегда свежие
2025-10-25,Хлеб ржаной,16,245.6,3929.6,4.7,Отличный крем
2025-10-25,Булочка с корицей,21,276.3,5802.3,4.8,Сочно и свежо
2025-10-25,Пирожок с мясом,15,337.7,5065.5,4.7,Тают во рту
2025-10-25,Эклер,18,399.1,7183.8,5.0,Всегда свежие
2025-10-25,Чизкейк,23,767.5,17652.5,4.8,Очень вкусно
2025-10-25,Маффин,17,307.0,5219.0,5.0,Хорошее тесто
2025-10-26,Круассан,24,369.6,8870.4,5.0,Хороший хлеб
2025-10-26,Хлеб ржаной,13,246.4,3203.2,5.0,Чуть пересушен
2025-10-26,Булочка с корицей,18,277.2,4989.6,5.0,Восхитительно
2025-10-26,Пирожок с мясом,17,338.8,5759.6,4.8,Всегда свежие
2025-10-26,Эклер,22,400.4,8808.8,5.0,Идеально к кофе
2025-10-26,Чизкейк,20,770.0,15400.0,4.8,Восхитительно
2025-10-26,Маффин,20,308.0,6160.0,4.9,"Горячие, вкусные"
2025-10-27,Круассан,21,370.8,7786.8,4.6,Нормально
2025-10-27,Хлеб ржаной,13,247.2,3213.6,4.8,Хороший хлеб
2025-10-27,Булочка с корицей,15,278.1,4171.5,5.0,Шедевр!
2025-10-27,Пирожок с мясом,12,339.9,4078.8,4.8,Мой фаворит
2025-10-27,Эклер,19,401.7,7632.3,5.0,Шедевр!
2025-10-27,Чизкейк,14,772.5,10815.0,4.9,Восхитительно
2025-10-27,Маффин,13,309.0,4017.0,5.0,Хороший хлеб
2025-10-28,Круассан,14,372.0,5208.0,5.0,Всегда беру
2025-10-28,Хлеб ржаной,12,248.0,2976.0,4.6,Просто супер!
2025-10-28,Булочка с корицей,17,279.0,4743.0,4.8,Хорошее тесто
2025-10-28,Пирожок с мясом,14,341.0,4774.0,5.0,Идеально к кофе
2025-10-28,Эклер,16,403.0,6448.0,5.0,Всегда беру
2025-10-28,Чизкейк,14,775.0,10850.0,4.9,Шедевр!
2025-10-28,Маффин,12,310.0,3720.0,4.8,Хороший хлеб
2025-10-29,Круассан,19,373.2,7090.8,4.9,Шедевр!
2025-10-29,Хлеб ржаной,10,248.8,2488.0,4.4,Восхитительно
2025-10-29,Булочка с корицей,15,279.9,4198.5,5.0,Сытный
2025-10-29,Пирожок с мясом,11,342.1,3763.1,4.7,Мой фаворит
2025-10-29,Эклер,16,404.3,6468.8,4.6,Отличный крем
2025-10-29,Чизкейк,15,777.5,11662.5,5.0,Сытный
2025-10-29,Маффин,14,311.0,4354.0,5.0,Мой фаворит
2025-10-30,Круассан,19,374.4,7113.6,5.0,Мой фаворит
2025-10-30,Хлеб ржаной,10,249.6,2496.0,4.8,Всегда беру
2025-10-30,Булочка с корицей,13,280.8,3650.4,4.5,Тают во рту
2025-10-30,Пирожок с мясом,15,343.2,5148.0,4.7,Хорошее тесто
2025-10-30,Эклер,14,405.6,5678.4,4.8,Нормально
2025-10-30,Чизкейк,16,780.0,12480.0,4.6,Всегда свежие
2025-10-30,Маффин,14,312.0,4368.0,5.0,Хороший хлеб
2025-10-31,Круассан,15,375.6,5634.0,5.0,Всегда свежие
2025-10-31,Хлеб ржаной,10,250.4,2504.0,4.9,Хорошее тесто
2025-10-31,Булочка с корицей,13,281.7,3662.1,4.7,Мой фаворит
2025-10-31,Пирожок с мясом,14,344.3,4820.2,4.8,Обожаю!
2025-10-31,Эклер,19,406.9,7731.1,5.0,Очень вкусно
2025-10-31,Чизкейк,12,782.5,9390.0,4.6,Очень вкусно
2025-10-31,Маффин,14,313.0,4382.0,4.6,Всегда свежие
2025-11-01,Круассан,24,376.8,9043.2,5.0,Сытный
2025-11-01,Хлеб ржаной,18,251.2,4521.6,4.6,Просто супер!
2025-11-01,Булочка с корицей,22,282.6,6217.2,5.0,Сытный
2025-11-01,Пирожок с мясом,21,345.4,7253.4,4.7,Очень вкусно
2025-11-01,Эклер,25,408.2,10205.0,4.9,Мой фаворит
2025-11-01,Чизкейк,19,785.0,14915.0,4.9,Чуть пересушен
2025-11-01,Маффин,23,314.0,7222.0,4.7,Чуть пересушен
2025-11-02,Круассан,22,378.0,8316.0,4.8,Шедевр!
2025-11-02,Хлеб ржаной,17,252.0,4284.0,4.8,"Горячие, вкусные"
2025-11-02,Булочка с корицей,17,283.5,4819.5,5.0,Хорошее тесто
2025-11-02,Пирожок с мясом,15,346.5,5197.5,4.8,Мой фаворит
2025-11-02,Эклер,24,409.5,9828.0,5.0,Просто супер!
2025-11-02,Чизкейк,18,787.5,14175.0,4.8,Хороший хлеб
2025-11-02,Маффин,23,315.0,7245.0,4.8,Восхитительно
2025-11-03,Круассан,15,379.2,5688.0,4.7,Восхитительно
2025-11-03,Хлеб ржаной,12,252.8,3033.6,4.5,Хороший хлеб
2025-11-03,Булочка с корицей,19,284.4,5403.6,4.7,Всегда свежие
2025-11-03,Пирожок с мясом,12,347.6,4171.2,4.7,Сочно и свежо
2025-11-03,Эклер,16,410.8,6572.8,5.0,Мой фаворит
2025-11-03,Чизкейк,13,790.0,10270.0,4.9,Очень вкусно
2025-11-03,Маффин,17,316.0,5372.0,5.0,Мой фаворит
2025-11-04,Круассан,15,380.4,5706.0,4.8,Шедевр!
2025-11-04,Хлеб ржаной,12,253.6,3043.2,4.3,Обожаю!
2025-11-04,Булочка с корицей,18,285.3,5135.4,4.8,Чуть пересушен
2025-11-04,Пирожок с мясом,12,348.7,4184.4,4.8,Просто супер!
2025-11-04,Эклер,13,412.1,5357.3,5.0,Нормально
2025-11-04,Чизкейк,17,792.5,13472.5,5.0,Просто супер!
2025-11-04,Маффин,13,317.0,4121.0,4.8,Всегда свежие
2025-11-05,Круассан,21,381.6,8013.6,4.9,Очень вкусно
2025-11-05,Хлеб ржаной,10,254.4,2544.0,4.5,Чуть пересушен
2025-11-05,Булочка с корицей,15,286.2,4293.0,4.5,Просто супер!
2025-11-05,Пирожок с мясом,12,349.8,4197.6,4.9,Сочно и свежо
2025-11-05,Эклер,14,413.4,5787.6,4.8,Всегда свежие
2025-11-05,Чизкейк,12,795.0,9540.0,4.7,Всегда беру
2025-11-05,Маффин,15,318.0,4770.0,5.0,Восхитительно
2025-11-06,Круассан,21,382.8,8038.8,5.0,Мой фаворит
2025-11-06,Хлеб ржаной,12,255.2,3062.4,4.6,Идеально к кофе
2025-11-06,Булочка с корицей,15,287.1,4306.5,5.0,Просто супер!
2025-11-06,Пирожок с мясом,11,350.9,3859.9,4.7,Сытный
2025-11-06,Эклер,18,414.7,7464.6,4.6,Восхитительно
2025-11-06,Чизкейк,15,797.5,11962.5,4.8,Хорошее тесто
2025-11-06,Маффин,18,319.0,5742.0,4.6,Всегда беру
2025-11-07,Круассан,21,384.0,8064.0,4.8,Хорошее тесто
2025-11-07,Хлеб ржаной,13,256.0,3328.0,4.7,Идеально к кофе
2025-11-07,Булочка с корицей,14,288.0,4032.0,4.7,Сытный
2025-11-07,Пирожок с мясом,12,352.0,4224.0,4.9,Шедевр!
2025-11-07,Эклер,18,416.0,7488.0,4.9,Чуть пересушен
2025-11-07,Чизкейк,17,800.0,13600.0,4.8,Мой фаворит
2025-11-07,Маффин,17,320.0,5440.0,4.9,Шедевр!
2025-11-08,Круассан,21,385.2,8089.2,4.9,Идеально к кофе
2025-11-08,Хлеб ржаной,18,256.8,4622.4,4.5,Отличный крем
2025-11-08,Булочка с корицей,17,288.9,4911.3,4.9,"Горячие, вкусные"
2025-11-08,Пирожок с мясом,16,353.1,5649.6,5.0,Восхитительно
2025-11-08,Эклер,20,417.3,8346.0,4.9,Восхитительно
2025-11-08,Чизкейк,22,802.5,17655.0,4.7,Чуть пересушен
2025-11-08,Маффин,21,321.0,6741.0,5.0,Лучший чизкейк
2025-11-09,Круассан,24,386.4,9273.6,5.0,Чуть пересушен
2025-11-09,Хлеб ржаной,14,257.6,3606.4,5.0,Просто супер!
2025-11-09,Булочка с корицей,18,289.8,5216.4,4.9,Всегда свежие
2025-11-09,Пирожок с мясом,15,354.2,5313.0,4.6,Хороший хлеб
2025-11-09,Эклер,18,418.6,7534.8,5.0,Мой фаворит
2025-11-09,Чизкейк,19,805.0,15295.0,4.7,Лучший чизкейк
2025-11-09,Маффин,24,322.0,7728.0,5.0,Мой фаворит
2025-11-10,Круассан,19,387.6,7364.4,5.0,Восхитительно
2025-11-10,Хлеб ржаной,13,258.4,3359.2,4.8,Хорошее тесто
2025-11-10,Булочка с корицей,18,290.7,5232.6,4.6,Сочно и свежо
2025-11-10,Пирожок с мясом,13,355.3,4618.9,5.0,Шедевр!
2025-11-10,Эклер,17,419.9,7138.3,4.7,Чуть пересушен
2025-11-10,Чизкейк,16,807.5,12920.0,4.9,Хорошее тесто
2025-11-10,Маффин,18,323.0,5814.0,4.9,Отличный крем
2025-11-11,Круассан,15,388.8,5832.0,5.0,Просто супер!
2025-11-11,Хлеб ржаной,9,259.2,2332.8,4.5,Идеально к кофе
2025-11-11,Булочка с корицей,12,291.6,3499.2,5.0,Тают во рту
2025-11-11,Пирожок с мясом,15,356.4,5346.0,4.6,Сочно и свежо
2025-11-11,Эклер,16,421.2,6739.2,4.6,"Горячие, вкусные"
2025-11-11,Чизкейк,15,810.0,12150.0,5.0,Мой фаворит
2025-11-11,Маффин,13,324.0,4212.0,5.0,Лучший чизкейк
2025-11-12,Круассан,17,390.0,6630.0,4.9,Нормально
2025-11-12,Хлеб ржаной,12,260.0,3120.0,4.6,Тают во рту
2025-11-12,Булочка с корицей,16,292.5,4680.0,5.0,Всегда беру
2025-11-12,Пирожок с мясом,13,357.5,4647.5,4.4,Всегда свежие
2025-11-12,Эклер,18,422.5,7605.0,5.0,"Горячие, вкусные"
2025-11-12,Чизкейк,12,812.5,9750.0,4.8,Лучший чизкейк
2025-11-12,Маффин,12,325.0,3900.0,4.9,Восхитительно
2025-11-13,Круассан,19,391.2,7432.8,4.8,Шедевр!
2025-11-13,Хлеб ржаной,12,260.8,3129.6,4.4,"Горячие, вкусные"
2025-11-13,Булочка с корицей,14,293.4,4107.6,4.8,Хороший хлеб
2025-11-13,Пирожок с мясом,16,358.6,5737.6,4.5,Мой фаворит
2025-11-13,Эклер,15,423.8,6357.0,5.0,Восхитительно
2025-11-13,Чизкейк,17,815.0,13855.0,4.8,Шедевр!
2025-11-13,Маффин,16,326.0,5216.0,5.0,Всегда свежие
2025-11-14,Круассан,18,392.4,7063.2,5.0,Чуть пересушен
2025-11-14,Хлеб ржаной,14,261.6,3662.4,4.8,Всегда беру
2025-11-14,Булочка с корицей,15,294.3,4414.5,5.0,Хорошее тесто
2025-11-14,Пирожок с мясом,15,359.7,5395.5,4.6,Хорошее тесто
2025-11-14,Эклер,19,425.1,8076.9,5.0,Сытный
2025-11-14,Чизкейк,15,817.5,12262.5,4.7,Сочно и свежо
2025-11-14,Маффин,18,327.0,5886.0,4.8,Хороший хлеб
2025-11-15,Круассан,22,393.6,8659.2,4.9,Идеально к кофе
2025-11-15,Хлеб ржаной,15,262.4,3936.0,4.7,Всегда свежие
2025-11-15,Булочка с корицей,23,295.2,6789.6,5.0,Идеально к кофе
2025-11-15,Пирожок с мясом,15,360.8,5412.0,5.0,Хорошее тесто
2025-11-15,Эклер,25,426.4,10660.0,4.8,Сытный
2025-11-15,Чизкейк,21,820.0,17220.0,4.8,Шедевр!
2025-11-15,Маффин,23,328.0,7544.0,4.8,Мой фаворит
2025-11-16,Круассан,26,394.8,10264.8,5.0,Сочно и свежо
2025-11-16,Хлеб ржаной,14,263.2,3684.8,5.0,Сытный
2025-11-16,Булочка с корицей,24,296.1,7106.4,5.0,Обожаю!
2025-11-16,Пирожок с мясом,19,361.9,6876.1,5.0,Просто супер!
2025-11-16,Эклер,19,427.7,8126.3,5.0,Очень вкусно
2025-11-16,Чизкейк,21,822.5,17272.5,5.0,Хорошее тесто
2025-11-16,Маффин,23,329.0,7567.0,5.0,Отличный крем
2025-11-17,Круассан,21,396.0,8316.0,4.7,Сочно и свежо
2025-11-17,Хлеб ржаной,11,264.0,2904.0,4.5,Сытный
2025-11-17,Булочка с корицей,16,297.0,4752.0,4.6,Просто супер!
2025-11-17,Пирожок с мясом,16,363.0,5808.0,4.9,Мой фаворит
2025-11-17,Эклер,14,429.0,6006.0,5.0,Тают во рту
2025-11-17,Чизкейк,17,825.0,14025.0,4.5,Хорошее тесто
2025-11-17,Маффин,17,330.0,5610.0,4.9,Идеально к кофе
2025-11-18,Круассан,18,397.2,7149.6,4.9,Восхитительно
2025-11-18,Хлеб ржаной,10,264.8,2648.0,4.7,Отличный крем
2025-11-18,Булочка с корицей,17,297.9,5064.3,4.5,Очень вкусно
2025-11-18,Пирожок с мясом,14,364.1,5097.4,4.4,Хорошее тесто
2025-11-18,Эклер,18,430.3,7745.4,4.6,Мой фаворит
2025-11-18,Чизкейк,14,827.5,11585.0,4.6,Просто супер!
2025-11-18,Маффин,16,331.0,5296.0,5.0,Хороший хлеб
2025-11-19,Круассан,17,398.4,6772.8,5.0,Нормально
2025-11-19,Хлеб ржаной,11,265.6,2921.6,4.5,"Горячие, вкусные"
2025-11-19,Булочка с корицей,14,298.8,4183.2,4.7,Идеально к кофе
2025-11-19,Пирожок с мясом,15,365.2,5478.0,4.9,Просто супер!
2025-11-19,Эклер,13,431.6,5610.8,4.7,Хороший хлеб
2025-11-19,Чизкейк,17,830.0,14110.0,4.9,Всегда беру
2025-11-19,Маффин,13,332.0,4316.0,5.0,"Горячие, вкусные"
2025-11-20,Круассан,14,399.6,5594.4,4.6,Хорошее тесто
2025-11-20,Хлеб ржаной,11,266.4,2930.4,4.8,Хорошее тесто
2025-11-20,Булочка с корицей,18,299.7,5394.6,4.5,Обожаю!
2025-11-20,Пирожок с мясом,15,366.3,5494.5,4.8,Просто супер!
2025-11-20,Эклер,16,432.9,6926.4,4.9,Идеально к кофе
2025-11-20,Чизкейк,16,832.5,13320.0,4.5,Отличный крем
2025-11-20,Маффин,16,333.0,5328.0,4.9,Восхитительно
2025-11-21,Круассан,21,400.8,8416.8,4.9,Хороший хлеб
2025-11-21,Хлеб ржаной,12,267.2,3206.4,4.9,Мой фаворит
2025-11-21,Булочка с корицей,18,300.6,5410.8,4.7,Мой фаворит
2025-11-21,Пирожок с мясом,13,367.4,4776.2,4.6,Сочно и свежо
2025-11-21,Эклер,19,434.2,8249.8,4.8,Всегда свежие
2025-11-21,Чизкейк,17,835.0,14195.0,4.7,Обожаю!
2025-11-21,Маффин,13,334.0,4342.0,4.6,Мой фаворит
2025-11-22,Круассан,22,402.0,8844.0,4.9,Обожаю!
2025-11-22,Хлеб ржаной,14,268.0,3752.0,4.8,Просто супер!
2025-11-22,Булочка с корицей,22,301.5,6633.0,4.9,Всегда свежие
2025-11-22,Пирожок с мясом,16,368.5,5896.0,4.9,Нормально
2025-11-22,Эклер,18,435.5,7839.0,4.9,Просто супер!
2025-11-22,Чизкейк,17,837.5,14237.5,4.9,Мой фаворит
2025-11-22,Маффин,21,335.0,7035.0,4.7,Восхитительно
2025-11-23,Круассан,25,403.2,10080.0,5.0,Мой фаворит
2025-11-23,Хлеб ржаной,15,268.8,4032.0,4.6,Просто супер!
2025-11-23,Булочка с корицей,23,302.4,6955.2,4.7,Обожаю!
2025-11-23,Пирожок с мясом,21,369.6,7761.6,5.0,Восхитительно
2025-11-23,Эклер,17,436.8,7425.6,5.0,Всегда свежие
2025-11-23,Чизкейк,22,840.0,18480.0,5.0,Мой фаворит
2025-11-23,Маффин,23,336.0,7728.0,5.0,Всегда свежие
2025-11-24,Круассан,14,404.4,5661.6,4.7,Нормально
2025-11-24,Хлеб ржаной,13,269.6,3504.8,4.7,Отличный крем
2025-11-24,Булочка с корицей,18,303.3,5459.4,5.0,Тают во рту
2025-11-24,Пирожок с мясом,12,370.7,4448.4,4.8,Сочно и свежо
2025-11-24,Эклер,17,438.1,7447.7,4.8,Хорошее тесто
2025-11-24,Чизкейк,12,842.5,10110.0,4.5,Идеально к кофе
